_id,Firts Name,Last Name,Center,test_date,userscore,physics,chemistry,maths,resultstatus,pp_totalmarks
1245,Raquel,Resch,Manhattan,2024-07-07,91,2,-2,,Present,720
1246,Zella,Zych,Manhattan,2024-06-16,270,92,78,100,Present,300
1247,Lecia,Lucarelli,Manhattan,2024-07-14,473,100,80,,Present,720
1248,Heike,Haggins,Brooklyn,2024-07-14,,,,,Absent,720
1249,Blanche,Belford,Manhattan,2024-07-14,337,61,0,,Present,720
1250,Soon,Shores,Manhattan,2024-05-19,32,8,9,15,Present,300
1251,Jerlene,Jasper,Manhattan,2024-06-16,180,75,69,36,Present,300
1252,Eun,Eldredge,Brooklyn,2024-05-19,388,60,64,,Present,720
1253,Harmony,Hofer,Queens,2024-06-23,,,,,Absent,720
1254,Soo,Saeed,Brooklyn,2024-07-14,,,,,Absent,720
1255,June,Jolliff,Manhattan,2024-07-14,,,,,Absent,720
1256,Dong,Davey,Brooklyn,2024-06-23,98,26,7,,Present,720
1257,Ilona,Isenhour,Manhattan,2024-07-07,467,97,104,,Present,720
1258,Classie,Capote,Brooklyn,2024-05-19,153,49,51,53,Present,300
1259,Bailey,Bingham,Manhattan,2024-06-23,,,,,Absent,720
1260,Sonya,Spigner,Manhattan,2024-07-14,253,19,37,,Present,720
1261,Barbar,Broderson,Brooklyn,2024-07-14,570,136,114,,Present,720
1262,Kiersten,Kibby,Manhattan,2024-07-14,19,-5,7,17,Absent,180
1263,Margeret,Melnyk,Manhattan,2024-06-16,151,63,31,57,Present,300
1264,Edgardo,Escamilla,Brooklyn,2024-05-19,65,7,17,,Present,360
1265,Joaquin,Jacobi,Manhattan,2024-07-07,332,8,94,,Present,720
1266,Fransisca,Fitting,Brooklyn,2024-07-14,0,3,0,-3,Absent,180
1267,Roselyn,Richard,Manhattan,2024-06-23,,,,,Absent,720
1268,Nichol,Nadler,Queens,2024-06-16,136,44,31,61,Present,300
1269,Yukiko,Youmans,Manhattan,2024-06-16,189,82,34,73,Present,300
1270,Kala,Kopec,Manhattan,2024-07-28,,,,,Absent,180
1271,Bev,Boruff,Manhattan,2024-06-16,58,,,,Present,75
1272,Qiana,Quam,Manhattan,2024-07-28,362,67,48,,Present,720
1273,Tamiko,Talley,Brooklyn,2024-05-19,433,49,123,,Present,720
1274,Maxwell,Munsterman,Manhattan,2024-05-19,,,,,Absent,300
1275,Young,Yarber,Manhattan,2024-07-07,,,,,Absent,300
1276,Hilda,Hutton,Queens,2024-07-14,474,90,70,,Present,720
1277,Jimmy,Jarrard,Brooklyn,2024-06-02,,,,,Absent,720
1278,Wilber,Weston,Manhattan,2024-06-23,551,117,93,,Present,720
1279,Tesha,Than,Manhattan,2024-06-23,68,14,15,39,Present,300
1280,Melita,Mooring,Brooklyn,2024-07-14,,,,,Absent,180
1281,Lucio,Lemus,Brooklyn,2024-05-19,150,36,28,,Present,360
1282,Demetrice,Dudding,Queens,2024-07-14,,,,,Absent,720
1283,Pamelia,Plante,Brooklyn,2024-06-02,,,,,Absent,720
1284,Brooke,Benjamin,Manhattan,2024-06-02,,,,,Absent,720
1285,Juana,Jewell,Brooklyn,2024-07-07,40,-4,25,19,Present,300
1286,Hee,Howey,Brooklyn,2024-06-16,,,,,Absent,300
1287,Marilyn,Mulvihill,Brooklyn,2024-06-02,,,,,Absent,720
1288,Selma,Sevilla,Manhattan,2024-07-07,64,19,25,20,Present,300
1289,Trina,Tracey,Manhattan,2024-06-09,48,9,11,18,Present,75
1290,Tamra,Tercero,Brooklyn,2024-07-14,328,82,34,,Present,720
1291,Lenora,Lebron,Manhattan,2024-07-07,,,,,Absent,300
1292,Harmony,Hauser,Manhattan,2024-06-16,,,,,Absent,300
1293,Sonny,Spidle,Manhattan,2024-06-23,,,,,Absent,300
1294,Shawnta,Spiegel,Brooklyn,2024-07-14,335,3,36,,Present,720
1295,Latashia,Labombard,Manhattan,2024-07-28,,,,,Absent,720
1296,Kyoko,Keyes,Brooklyn,2024-07-28,424,55,73,,Present,720
1297,Herlinda,Hadaway,Manhattan,2024-07-28,415,78,60,,Present,720
1298,Rolland,Riles,Brooklyn,2024-07-21,,,,,Absent,75
1299,Nancie,Nell,Brooklyn,2024-07-28,405,92,47,,Present,720
1300,Susie,Seigler,Manhattan,2024-07-07,0,0,0,0,Present,300
1301,Richie,Rames,Brooklyn,2024-07-28,157,36,39,,Present,720
1302,Josefina,Jerome,Brooklyn,2024-07-21,267,-1,10,,Present,720
1303,Bebe,Boddie,Manhattan,2024-06-23,,,,,Absent,720
1304,Eboni,Eutsler,Brooklyn,2024-07-28,229,6,33,,Present,720
1305,Carlene,Cranfield,Manhattan,2024-07-14,,,,,Absent,720
1306,Lucila,Lofthouse,Manhattan,2024-06-02,,,,,Absent,720
1307,Maurice,Markland,Manhattan,2024-07-28,,,,,Absent,720
1308,Coreen,Cocco,Manhattan,2024-06-23,105,12,-7,,Present,720
1309,Beula,Bruss,Manhattan,2024-07-14,383,18,57,,Present,720
1310,Dane,Depaolo,Manhattan,2024-07-14,471,83,89,,Present,720
1311,Eliseo,Ericksen,Brooklyn,2024-07-28,61,11,11,24,Present,75
1312,Sol,Saraiva,Manhattan,2024-06-16,65,,,,Present,75
1313,Curtis,Conlan,Brooklyn,2024-06-16,,,,,Absent,300
1314,Rosamond,Rieder,Brooklyn,2024-06-23,387,53,57,,Present,720
1315,Glinda,Garnica,Brooklyn,2024-07-07,130,51,23,56,Present,300
1316,Lavonda,Lindley,Brooklyn,2024-07-07,,,,,Absent,720
1317,Asley,Ates,Manhattan,2024-06-16,6,8,1,-3,Present,300
1318,Terrilyn,Titcomb,Brooklyn,2024-06-02,385,21,64,,Present,720
1319,Evelyne,Eynon,Brooklyn,2024-06-16,,,,,Absent,75
1320,Keitha,Killam,Brooklyn,2024-06-23,,,,,Absent,75
1321,Terrence,Tank,Manhattan,2024-08-04,,,,,Absent,75
1322,Raye,Rakestraw,Brooklyn,2024-07-28,,,,,Absent,720
1323,Julieann,Julian,Brooklyn,2024-06-23,,,,,Absent,720
1324,Retha,Rojo,Manhattan,2024-07-21,,,,,Absent,75
1325,Krystle,Kirst,Brooklyn,2024-06-02,,,,,Absent,720
1326,Nathaniel,Nicks,Manhattan,2024-07-28,450,103,44,,Present,720
1327,Lakisha,Luther,Manhattan,2024-07-21,23,10,7,6,Present,300
1328,Vannessa,Vanepps,Manhattan,2024-08-11,,,,,Absent,720
1329,Katharina,Keo,Queens,2024-08-24,,,,,Absent,300
1330,Damon,Dickison,Manhattan,2024-06-02,294,21,18,,Present,720
1331,Jong,Jeffreys,Brooklyn,2024-08-04,62,,,,Present,75
1332,Dorcas,Dunker,Manhattan,2024-07-14,542,134,95,,Present,720
1333,Ilona,Ipock,Brooklyn,2024-07-28,9,1,0,4,Present,75
1334,Trisha,Tullius,Brooklyn,2024-07-21,,,,,Absent,75
1335,Sue,Seth,Manhattan,2024-07-28,,,,,Absent,720
1336,Charolette,Como,Brooklyn,2024-07-07,103,47,28,28,Present,300
1337,Ezra,Engman,Brooklyn,2024-05-19,152,60,45,47,Absent,300
1338,Leigha,Lukes,Queens,2024-07-14,,,,,Absent,180
1339,Cherly,Corvin,Brooklyn,2024-08-07,48,13,17,18,Present,180
1340,Taren,Tony,Queens,2024-07-14,11,1,-1,11,Present,180
1341,Carita,Conlan,Brooklyn,2024-05-19,46,3,30,13,Present,144
1342,Shena,Staton,Manhattan,2024-05-19,427,49,105,,Present,720
1343,Susanna,Strosnider,Manhattan,2024-06-16,111,45,14,52,Present,300
1344,Rosalia,Rinaldo,Manhattan,2024-07-07,336,35,75,,Present,720
1345,Lynnette,Luera,Brooklyn,2024-06-23,,,,,Absent,720
1346,Celina,Carn,Brooklyn,2024-06-16,234,88,61,85,Present,300
1347,Fe,Fripp,Brooklyn,2024-07-14,,,,,Absent,180
1348,Lory,Lablanc,Brooklyn,2024-06-23,,,,,Absent,720
1349,Kamala,Kizer,Manhattan,2024-07-07,,,,,Absent,300
1350,Landon,Liedtke,Brooklyn,2024-07-14,306,72,12,,Present,720
1351,Marci,Marra,Brooklyn,2024-07-14,,,,,Absent,180
1352,Gwenda,Godin,Manhattan,2024-06-16,118,30,26,62,Present,300
1353,Alysha,Arnhold,Brooklyn,2024-06-23,225,45,25,,Present,720
1354,Malena,Musselwhite,Manhattan,2024-07-14,260,67,29,,Present,720
1355,Timmy,Tosi,Manhattan,2024-07-14,,,,,Absent,720
1356,Genevive,Gately,Manhattan,2024-06-16,,,,,Absent,300
1357,Lorita,Leflore,Brooklyn,2024-07-07,36,21,10,5,Present,300
1358,Lorelei,Luth,Brooklyn,2024-07-07,,,,,Absent,300
1359,Demetrice,Delp,Brooklyn,2024-06-09,46,6,12,13,Present,75
1360,Karl,Kinch,Queens,2024-06-23,562,133,88,,Present,720
1361,Thaddeus,Kranz,Manhattan,2024-07-14,479,80,92,,Present,720
1362,Fidela,Egli,Manhattan,2024-06-16,59,,,,Present,75
1363,Stacey,Duhart,Manhattan,2024-07-07,55,12,29,14,Present,300
1364,Jerri,Pharr,Manhattan,2024-06-09,42,5,7,21,Present,75
1365,Shad,Fleischer,Manhattan,2024-06-16,,,,,Absent,75
1366,Cher,Goertz,Manhattan,2024-07-07,62,22,27,13,Present,300
1367,Katerine,Eisele,Manhattan,2024-07-07,47,-2,29,20,Present,300
1368,Heath,Viands,Brooklyn,2024-07-07,552,78,132,,Present,720
1369,Tommye,Schuetz,Manhattan,2024-06-23,,,,,Absent,720
1370,Amberly,Strother,Brooklyn,2024-06-16,98,19,43,36,Present,300
1371,Thelma,Calton,Queens,2024-07-07,,,,,Absent,300
1372,Madlyn,Loos,Brooklyn,2024-06-23,,,,,Absent,720
1373,Jeane,Redner,Brooklyn,2024-07-14,210,40,59,,Present,720
1374,Carson,Fiedler,Manhattan,2024-07-14,,,,,Absent,720
1375,Lynette,Abell,Brooklyn,2024-07-07,129,-3,37,,Present,720
1376,Abdul,Resch,Brooklyn,2024-07-07,,,,,Absent,300
1377,Glendora,Pare,Brooklyn,2024-07-14,587,140,121,,Present,720
1378,Chrystal,Knipp,Brooklyn,2024-06-16,,,,,Absent,300
1379,Carmon,Drewry,Brooklyn,2024-06-16,37,19,13,5,Present,300
1380,Masako,Sutherlin,Brooklyn,2024-07-14,,,,,Absent,180
1381,Crista,Seawood,Queens,2024-06-23,47,0,28,,Present,720
1382,Quinn,Sirianni,Brooklyn,2024-07-14,292,92,-1,,Present,720
1383,Sydney,Weir,Manhattan,2024-07-07,,,,,Absent,300
1384,Abby,Bischoff,Manhattan,2024-07-28,,,,,Absent,720
1385,Hisako,Casiano,Brooklyn,2024-07-28,44,41,-2,5,Present,300
1386,Raylene,Meints,Manhattan,2024-08-24,524,114,113,,Present,720
1387,Bethel,Sorrels,Manhattan,2024-06-02,,,,,Absent,720
1388,Francoise,Helbing,Brooklyn,2024-08-04,145,35,43,,Present,192
1389,Hermelinda,Morais,Queens,2024-08-04,182,43,48,,Present,192
1390,Tami,Kollar,Brooklyn,2024-07-28,391,51,68,,Present,720
1391,Yoshie,Harsh,Brooklyn,2024-07-14,419,42,122,,Present,720
1392,Joette,Mijangos,Brooklyn,2024-07-28,216,-6,29,,Present,720
1393,Marcellus,Romaine,Manhattan,2024-07-28,214,11,14,,Present,720
1394,Marguerita,Lucca,Queens,2024-06-02,333,93,74,,Present,720
1395,Celestine,Chadwell,Manhattan,2024-06-02,,,,,Absent,720
1396,Margherita,Hyppolite,Manhattan,2024-07-14,356,49,33,,Present,720
1397,Marylouise,Cottone,Manhattan,2024-06-09,,,,,Absent,75
1398,Araceli,Vince,Brooklyn,2024-06-16,92,12,37,43,Present,300
1399,Derrick,Callaghan,Brooklyn,2024-06-23,,,,,Absent,720
1400,Jona,Danziger,Brooklyn,2024-06-09,56,12,9,20,Present,75
1401,Penny,Goya,Brooklyn,2024-07-07,,,,,Absent,300
1402,Gerald,Dagenhart,Brooklyn,2024-06-16,,,,,Absent,75
1403,Dale,Patt,Brooklyn,2024-06-16,,,,,Absent,300
1404,Amelia,Backus,Brooklyn,2024-06-09,38,8,7,14,Present,75
1405,Pamela,Peery,Queens,2024-06-23,25,3,12,10,Present,300
1406,Edda,Cheng,Manhattan,2024-06-16,132,29,36,67,Present,300
1407,Carlos,Parra,Brooklyn,2024-07-07,42,29,9,4,Present,300
1408,Marin,Mcmorris,Manhattan,2024-07-07,,,,,Absent,300
1409,Madeline,Cauley,Manhattan,2024-06-23,,,,,Absent,720
1410,Sharonda,Kmetz,Manhattan,2024-06-16,222,82,60,80,Present,300
1411,Fausto,Ratliff,Brooklyn,2024-06-16,138,56,26,56,Present,300
1412,Melodi,Schacherer,Brooklyn,2024-07-07,451,85,62,,Present,720
1413,Jaquelyn,Zieman,Manhattan,2024-07-07,,,,,Absent,720
1414,Ivelisse,Lappin,Brooklyn,2024-07-14,561,95,160,,Present,720
1415,Patrina,Brehmer,Manhattan,2024-07-14,464,87,102,,Present,720
1416,Mi,Castilleja,Manhattan,2024-07-07,153,63,32,58,Present,300
1417,Jere,Krueger,Brooklyn,2024-07-07,,,,,Absent,300
1418,Frank,Howlett,Manhattan,2024-06-16,,,,,Absent,300
1419,Sarita,Voisine,Manhattan,2024-07-14,373,42,105,,Present,720
1420,Sylvia,Delillo,Brooklyn,2024-07-14,343,82,0,,Present,720
1421,Vonda,Wilczynski,Manhattan,2024-06-23,450,120,34,,Present,720
1422,Denyse,Aponte,Brooklyn,2024-06-30,77,51,11,15,Present,300
1423,Leonel,Ranney,Queens,2024-07-07,191,1,35,,Present,720
1424,Claude,Dively,Manhattan,2024-07-14,,,,,Absent,180
1425,Johnsie,Neubauer,Manhattan,2024-07-14,346,84,23,,Present,720
1426,Faustino,Foland,Manhattan,2024-07-07,92,17,24,51,Present,300
1427,Lavonna,Baier,Brooklyn,2024-08-11,66,35,27,4,Present,300
1428,Latanya,Renfroe,Brooklyn,2024-07-14,281,68,47,,Present,720
1429,Liana,Sholtis,Manhattan,2024-07-28,103,34,50,19,Present,300
1430,Chong,Torgeson,Brooklyn,2024-05-19,,,,,Absent,720
1431,Stephan,Forsman,Queens,2024-07-28,,,,,Absent,180
1432,Judy,Averitt,Manhattan,2024-05-19,159,51,50,58,Present,300
1433,Laquita,Manrique,Brooklyn,2024-07-07,217,14,46,,Present,720
1434,Toshiko,Calender,Manhattan,2024-05-26,221,52,59,,Present,360
1435,Karole,Shoultz,Staten Island,2024-06-16,159,40,42,77,Present,300
1436,Blondell,Streicher,Manhattan,2024-06-16,139,53,53,33,Present,300
1437,Shelton,Constance,Manhattan,2024-07-14,5,1,-1,5,Absent,180
1438,Adela,Mesta,Brooklyn,2024-06-16,219,90,54,75,Present,300
1439,Blossom,Wynter,Manhattan,2024-07-07,90,33,45,12,Present,300
1440,Edwardo,Leblanc,Manhattan,2024-07-14,,,,,Absent,180
1441,Jefferson,Burfield,Brooklyn,2024-06-16,99,30,13,56,Present,300
1442,Cherry,Near,Manhattan,2024-06-16,20,7,0,13,Present,300
1443,Tiera,Mellon,Manhattan,2024-07-14,101,11,10,,Present,720
1444,Pasquale,Woolfolk,Brooklyn,2024-06-23,,,,,Absent,720
1445,Shakira,Sabbagh,Staten Island,2024-07-14,,,,,Absent,180
1446,Tari,Straughter,Manhattan,2024-06-16,172,67,45,60,Present,300
1447,Cecelia,Exner,Manhattan,2024-07-07,12,-1,0,13,Present,300
1448,Young,Stuck,Manhattan,2024-06-16,,,,,Absent,300
1449,Rheba,Racey,Queens,2024-06-23,,,,,Absent,720
1450,Ocie,Klopfer,Manhattan,2024-06-09,38,7,5,16,Present,75
1451,Humberto,Claybrook,Manhattan,2024-07-14,447,22,84,,Present,720
1452,Marci,Brwon,Manhattan,2024-06-16,,,,,Absent,300
1453,Vernon,Saltzman,Brooklyn,2024-06-09,62,11,12,25,Present,75
1454,Hillary,Turberville,Brooklyn,2024-07-07,64,14,30,20,Present,300
1455,Betty,Ortego,Brooklyn,2024-06-23,64,-1,29,36,Present,300
1456,Ayana,Mummert,Manhattan,2024-07-14,592,147,104,,Present,720
1457,Austin,Magill,Manhattan,2024-06-16,40,-2,4,38,Present,300
1458,Jasmine,Mirelez,Manhattan,2024-06-16,,,,,Absent,300
1459,Kylie,Aispuro,Brooklyn,2024-07-07,,,,,Absent,300
1460,Belva,Nicastro,Manhattan,2024-06-23,,,,,Absent,720
1461,Emilia,Starns,Brooklyn,2024-07-07,82,35,10,37,Present,300
1462,Marisol,Decola,Manhattan,2024-07-07,245,38,22,,Present,720
1463,Susana,Berman,Manhattan,2024-07-21,29,,,,Present,75
1464,Joline,Flannigan,Brooklyn,2024-06-02,366,23,17,,Present,720
1465,Kristy,Whittier,Manhattan,2024-07-28,,,,,Absent,75
1466,Flossie,Melancon,Manhattan,2024-07-28,529,109,85,,Present,720
1467,Joselyn,Heyen,Manhattan,2024-07-21,,,,,Absent,300
1468,Loraine,Daluz,Manhattan,2024-08-11,,,,,Absent,720
1469,Analisa,Villela,Manhattan,2024-07-07,,,,,Absent,300
1470,Aline,Libbey,Manhattan,2024-07-07,71,33,3,35,Present,300
1471,Maryellen,Adkins,Manhattan,2024-07-14,208,55,47,,Present,720
1472,Carmela,Oddo,Manhattan,2024-07-07,,,,,Absent,720
1473,Sari,Yager,Manhattan,2024-06-16,,,,,Absent,300
1474,France,Diller,Brooklyn,2024-07-14,299,20,88,,Present,720
1475,Rosalia,Freeborn,Manhattan,2024-07-28,,,,,Absent,180
1476,Leesa,Judd,Brooklyn,2024-08-04,137,38,23,,Present,192
1477,Cody,Nickell,Manhattan,2024-07-28,7,15,7,-15,Present,300
1478,Tomoko,Mcpherson,Brooklyn,2024-08-11,142,9,7,,Present,720
1479,Porter,Wheeless,Manhattan,2024-07-28,,,,,Absent,180
1480,Noella,Seger,Manhattan,2024-07-28,,,,,Absent,300
1481,Cecila,Pavon,Brooklyn,2024-08-11,,,,,Absent,720
1482,Nicolette,Brisco,Manhattan,2024-06-16,222,91,55,76,Present,300
1483,Micheline,Nosal,Manhattan,2024-05-19,,,,,Absent,144
1484,Hermelinda,Payer,Queens,2024-06-16,210,91,50,69,Present,300
1485,Elisa,Vasquez,Brooklyn,2024-07-28,58,13,10.5,8.5,Present,100
1486,Tatiana,Malloy,Manhattan,2024-08-04,51,,,,Present,75
1487,Monte,Loredo,Brooklyn,2024-08-11,,,,,Absent,720
1488,Francisca,Oakman,Manhattan,2024-07-28,,,,,Absent,720
1489,Rudolph,Saur,Manhattan,2024-07-21,,,,,Absent,75
1490,Tifany,Scherrer,Manhattan,2024-06-02,,,,,Absent,720
1491,Jimmy,Andreotti,Manhattan,2024-08-11,248,39,27,,Present,720
1492,Annemarie,Eshleman,Manhattan,2024-07-28,,,,,Absent,720
1493,Pauline,Kennard,Manhattan,2024-06-02,,,,,Absent,720
1494,Ayako,Bichrest,Brooklyn,2024-06-02,,,,,Absent,720
1495,Clint,Sayre,Brooklyn,2024-07-07,70,24,14,,Present,720
1496,Sonia,Spalla,Manhattan,2024-06-23,379,75,23,,Present,720
1497,Chantell,Ziebarth,Brooklyn,2024-05-19,82,20,18,,Present,360
1498,Hugo,Flagler,Manhattan,2024-07-07,,,,,Absent,300
1499,Rosanne,Twiford,Brooklyn,2024-06-02,227,22,30,,Present,720
1500,Marhta,Brugger,Brooklyn,2024-07-28,,,,,Absent,720
1501,Sandi,Tibbets,Manhattan,2024-07-28,565,113,131,,Present,720
1502,Nerissa,Tell,Brooklyn,2024-08-11,,,,,Absent,720
1503,Shanda,Dumlao,Brooklyn,2024-08-24,441,98,89,,Present,720
1504,Dorine,Austria,Manhattan,2024-07-28,56,18,0,,Present,720
1505,Imogene,Prigge,Brooklyn,2024-07-14,609,155,145,,Present,720
1506,Kenton,Stancill,Brooklyn,2024-07-07,436,69,90,,Present,720
1507,Melany,Cree,Brooklyn,2024-07-14,444,66,121,,Present,720
1508,Theron,Lemons,Queens,2024-07-14,91,38,25,28,Present,144
1509,Deneen,Tierney,Manhattan,2024-07-14,260,23,1,,Present,720
1510,Maida,Heather,Manhattan,2024-07-14,8,0,-1,9,Present,180
1511,Evelyne,Burger,Queens,2024-07-07,25,12,-2,15,Present,300
1512,Murray,Johnston,Queens,2024-06-02,,,,,Absent,720
1513,Suanne,Nalls,Queens,2024-06-02,,,,,Absent,720
1514,Julietta,Degreenia,Manhattan,2024-07-07,,,,,Absent,300
1515,Lindsy,Gatto,Queens,2024-06-23,135,4,9,,Present,720
1516,Vernia,Olivier,Manhattan,2024-07-14,588,122,146,,Present,720
1517,Forrest,Mattison,Manhattan,2024-07-07,496,65,110,,Present,720
1518,Gearldine,Achenbach,Staten Island,2024-07-14,451,86,140,,Present,720
1519,Keesha,Ray,Brooklyn,2024-07-14,8,-3,4,7,Present,180
1520,Aurea,Nosal,Manhattan,2024-07-14,9,0,3,6,Present,180
1521,Su,Lynes,Manhattan,2024-07-21,,,,,Absent,720
1522,Nilsa,Padua,Manhattan,2024-07-14,78,39,31,8,Present,144
1523,Micaela,Lover,Queens,2024-07-14,,,,,Absent,180
1524,Effie,Jelley,Manhattan,2024-07-21,102,22,34,46,Present,300
1525,Janeen,Zoller,Manhattan,2024-07-14,81,19,28,34,Present,144
1526,Shaina,Gabriel,Manhattan,2024-07-14,,,,,Absent,144
1527,Pilar,Hatcher,Brooklyn,2024-07-14,,,,,Absent,180
1528,Bambi,Eide,Manhattan,2024-06-02,394,31,45,,Present,720
1529,Greta,Vaughn,Brooklyn,2024-07-21,230,63,32,,Present,720
1530,Erin,Keltz,Queens,2024-07-14,66,8,7,,Present,360
1531,Alejandrina,Mullan,Manhattan,2024-07-14,63,31,21,11,Present,144
1532,Nelida,Twilley,Brooklyn,2024-07-14,,,,,Absent,720
1533,Emmitt,Mcgowan,Brooklyn,2024-07-14,116,3,33,,Present,720
1534,Altha,Buzbee,Brooklyn,2024-07-14,,,,,Absent,360
1535,Savanna,Wiltse,Brooklyn,2024-06-02,,,,,Absent,720
1536,Tenisha,Caudill,Brooklyn,2024-07-21,92,29,49,14,Absent,300
1537,Willa,Blind,Manhattan,2024-07-14,27,2,8,17,Present,144
1538,Dimple,Ferrier,Brooklyn,2024-07-21,207,50,67,90,Present,300
1539,Rebeca,Thorp,Brooklyn,2024-07-14,286,37,78,,Present,720
1540,Fidel,Troiano,Brooklyn,2024-06-30,92,20,41,31,Present,300
1541,Neal,Markow,Brooklyn,2024-07-14,,,,,Absent,180
1542,Jeanette,Savarese,Manhattan,2024-07-14,,,,,Absent,144
1543,Katherin,Antoine,Manhattan,2024-07-14,-2,0,1,-3,Present,180
1544,Guy,Mccaa,Brooklyn,2024-07-14,,,,,Absent,720
1545,Keisha,Bittner,Brooklyn,2024-07-14,3,5,-9,7,Present,180
1546,Carl,Bye,Manhattan,2024-07-21,66,27,11,28,Present,300
1547,Zelma,Willman,Brooklyn,2024-07-14,,,,,Absent,144
1548,Shelli,Pitcher,Manhattan,2024-07-14,,,,,Absent,720
1549,Rocky,Dolph,Manhattan,2024-07-21,331,86,46,,Present,720
1550,Pauline,Zinck,Manhattan,2024-07-21,130,35,65,30,Absent,300
1551,Isabelle,Thetford,Brooklyn,2024-07-14,42,-3,9,,Present,360
1552,Magdalena,Ellefson,Manhattan,2024-07-21,197,75,53,69,Absent,300
1553,Lynna,Owings,Manhattan,2024-07-14,,,,,Absent,360
1554,Antony,Rippel,Manhattan,2024-06-23,364,75,63,,Present,720
1555,Twyla,Whitby,Manhattan,2024-07-14,95,34,33,28,Present,144
1556,Penny,Fludd,Brooklyn,2024-07-21,270,75,95,100,Present,300
1557,Rupert,Music,Brooklyn,2024-07-21,15,5,7,3,Present,300
1558,Juana,Seeger,Brooklyn,2024-07-21,-3,5,-4,-4,Present,300
1559,Marie,Fitzhugh,Manhattan,2024-07-14,,,,,Absent,360
1560,Christal,Pesqueira,Brooklyn,2024-07-28,,,,,Absent,80
1561,Pamala,Corkill,Brooklyn,2024-06-23,122,23,3,,Present,720
1562,Sylvester,Verrett,Brooklyn,2024-07-14,141,35,14,,Present,360
1563,Benita,Dewolf,Brooklyn,2024-07-14,,,,,Absent,360
1564,Danae,Pecora,Manhattan,2024-07-28,,,,,Absent,100
1565,Lakeshia,Mcfarlin,Manhattan,2024-06-30,69,19,24,26,Present,300
1566,Griselda,Toy,Brooklyn,2024-08-11,557,126,125,,Present,720
1567,Brittny,Deschamp,Queens,2024-07-21,,,,,Absent,300
1568,Carlotta,Esser,Staten Island,2024-05-19,191,62,54,75,Present,300
1569,Bennie,Rosol,Brooklyn,2024-08-11,370,75,60,,Present,720
1570,Cathleen,Volkmann,Brooklyn,2024-08-11,204,26,45,,Present,720
1571,Janelle,Guarino,Manhattan,2024-06-30,140,54,57,29,Present,300
1572,Lieselotte,Soucy,Manhattan,2024-07-28,65,36,19,10,Present,300
1573,Carina,Grassi,Manhattan,2024-08-11,,,,,Absent,300
1574,Merissa,Clendenin,Queens,2024-06-23,469,63,59,,Present,720
1575,Annamarie,Seaver,Brooklyn,2024-06-30,,,,,Absent,300
1576,Noemi,Ibarra,Manhattan,2024-07-07,,,,,Absent,720
1577,Ed,Genovese,Brooklyn,2024-07-28,263,54,60,,Present,720
1578,Anette,Bernhardt,Manhattan,2024-08-11,,,,,Absent,300
1579,Hettie,Borel,Manhattan,2024-06-23,581,125,140,,Present,720
1580,Pamella,Groff,Staten Island,2024-08-11,,,,,Absent,300
1581,Salvador,Nipper,Brooklyn,2024-07-28,217,3,47,,Present,720
1582,Orpha,Hartson,Brooklyn,2024-07-07,,,,,Absent,720
1583,Myles,Millener,Brooklyn,2024-07-14,46,3,22,21,Present,144
1584,Denae,Tramel,Queens,2024-07-14,-3,-2,0,-1,Present,180
1585,Neoma,Goodloe,Queens,2024-07-14,,,,,Absent,180
1586,Rolande,Finnerty,Brooklyn,2024-07-21,342,39,60,,Present,720
1587,Irish,Keo,Manhattan,2024-07-14,3,-2,2,3,Present,180
1588,Alice,Vancleve,Brooklyn,2024-07-21,,,,,Absent,300
1589,Jamee,Ferber,Bronx,2024-07-28,,,,,Absent,300
1590,Jazmin,Richart,Brooklyn,2024-06-16,195,75,35,85,Present,300
1591,Normand,Zayac,Brooklyn,2024-08-04,,,,,Absent,75
1592,Shella,Abbott,Brooklyn,2024-07-28,94,23,30,41,Present,300
1593,Glenda,Carns,Manhattan,2024-06-16,111,48,23,40,Present,300
1594,Athena,Lavelle,Brooklyn,2024-08-04,31,,,,Present,75
1595,Calvin,Neisler,Manhattan,2024-07-28,,,,,Absent,720
1596,Lanny,Vidrio,Manhattan,2024-06-23,,,,,Absent,75
1597,Lon,Wanner,Manhattan,2024-08-04,,,,,Absent,75
1598,Parker,Pio,Brooklyn,2024-06-23,,,,,Absent,75
1599,Selene,Bean,Manhattan,2024-07-28,,,,,Absent,720
1600,Marnie,Due,Brooklyn,2024-08-04,17,,,,Present,75
1601,Barabara,Funk,Manhattan,2024-07-28,388,45,57,,Present,720
1602,Susanne,Stronach,Manhattan,2024-07-28,,,,,Absent,720
1603,Sydney,Bjornson,Manhattan,2024-08-24,233,72,85,76,Present,300
1604,Carlita,Fausto,Manhattan,2024-07-28,51,21,16,,Present,720
1605,Theodora,Loveless,Manhattan,2024-08-24,551,117,130,,Present,720
1606,Ciara,Newhall,Brooklyn,2024-07-28,46,14,24,8,Present,300
1607,Violeta,Wanamaker,Brooklyn,2024-07-07,56,24,15,17,Present,300
1608,Corine,Sheahan,Brooklyn,2024-07-14,126,39,39,48,Present,144
1609,Kristin,Cephus,Queens,2024-07-14,,,,,Absent,180
1610,Howard,Wurtz,Brooklyn,2024-07-14,,,,,Absent,720
1611,Jenice,Lanier,Brooklyn,2024-07-14,,,,,Absent,180
1612,Cherelle,Hodson,Brooklyn,2024-07-14,40,11,18,11,Present,144
