"_id","Center","test_date","physics","chemistry","resultstatus","pp_totalmarks","Full_name","maths_new","new_total","Phone","name","Password"
324,"Brooklyn","2024-07-28","","","Absent",720,"Kizzy Mancil",0,0,"3770612032","Patty","Pat2032"
325,"Manhattan","2024-08-11","","","Absent",720,"Nelda Lucian",0,0,"2062559203","Amir","Ami9203"
326,"Manhattan","2024-07-28","155","160","Present",720,"Odessa Marshburn",336,651,"9423118186","G & S","G &8186"
327,"Queens","2024-08-04","","","Absent",300,"Armida Johanson",0,0,"3490233457","Nazleen","Naz3457"
329,"Brooklyn","2024-08-24","10","23","Present",720,"Luciana Breneman",23,56,"8458659034","Scott","Sco9034"
330,"Manhattan","2024-08-04","","","Absent",198,"Joaquin Southworth",0,0,"4151267822","Patricia","Pat7822"
331,"Brooklyn","2024-08-25","","","Absent",300,"Madalyn Pettiford",0,0,"3847412055","Evelyn","Eve2055"
332,"Brooklyn","2024-07-28","7","1","Present",75,"Annika Seamon",12,20,"3030625587","The Box House Hotel","The5587"
333,"Manhattan","2024-08-04","10","8","Present",198,"Deanna Cleek",5,23,"9888917625","Moss Owen","Mos7625"
334,"Brooklyn","2024-08-04","11","17","Present",360,"Lynn Clifton",59,87,"4552836745","Nancy","Nan6745"
335,"Brooklyn","2024-06-16","","","Absent",300,"Horacio Gilford",0,0,"4995689769","Bliss","Bli9769"
336,"Brooklyn","2024-07-21","","","Present",75,"Silvana Gosier",55,55,"0126587172","Pam","Pam7172"
337,"Manhattan","2024-07-21","","","Absent",180,"Casimira Bakker",0,0,"3997117943","Jennifer","Jen7943"
338,"Brooklyn","2024-07-21","-2","22","Present",180,"Milagros Hixson",8,28,"4683752980","The Box House Hotel","The2980"
339,"Brooklyn","2024-07-28","67","58","Present",720,"Vaughn Revilla",233,358,"3570215857","The Box House Hotel","The5857"
340,"Brooklyn","2024-08-24","","","Absent",720,"Cornelia Holly",0,0,"2831823260","Ellis","Ell3260"
341,"Brooklyn","2024-06-09","","","Absent",75,"Maryanna Klemme",0,0,"6035311949","The Box House Hotel","The1949"
342,"Brooklyn","2024-08-11","","","Absent",720,"Ines Breeden",0,0,"3864861980","Christopher","Chr1980"
343,"Brooklyn","2024-08-24","","","Absent",720,"Bill Kuhlmann",0,0,"5047217293","Christopher","Chr7293"
344,"Manhattan","2024-06-23","","","Absent",75,"Ilda Bethel",0,0,"0476254249","Sarah","Sar4249"
345,"Brooklyn","2024-06-16","76","69","Present",720,"Norene Boudreau",320,465,"3367457505","Ruthven","Rut7505"
346,"Brooklyn","2024-09-01","5","18","Present",180,"Sheron Lefever",8,31,"3796462421","Julian","Jul2421"
347,"Brooklyn","2024-08-11","12","9","Present",300,"Stefany Pietrzak",11,32,"4291296291","Leslie","Les6291"
348,"Brooklyn","2024-08-24","59","16","Present",720,"Cathleen Brawn",203,278,"3134172610","Sophie","Sop2610"
349,"Manhattan","2024-08-24","","","Absent",720,"Loriann Wedeking",0,0,"0009227845","Yvette","Yve7845"
350,"Brooklyn","2024-08-25","5","-2","Present",300,"Jonathon Red",7,10,"7670547267","The Box House Hotel","The7267"
351,"Brooklyn","2024-08-04","45","15","Present",300,"Genie Muma",71,131,"2515573667","Famous","Fam3667"
352,"Manhattan","2024-08-24","","","Absent",720,"Arletha Badalamenti",0,0,"1799589438","Kyle","Kyl9438"
353,"Manhattan","2024-08-04","24","24","Present",300,"Elza Buser",2,50,"9595986383","Ange","Ang6383"
354,"Brooklyn","2024-08-04","12","11","Present",144,"Alaina Lykes",4,27,"7721902211","Alex","Ale2211"
355,"Manhattan","2024-08-04","-12","-1","Present",144,"Pamula Dalzell",3,-10,"1527288124","T","T8124"
356,"Brooklyn","2024-07-28","32","40","Present",300,"Maricela Jhonson",60,132,"2346090017","Sahr","Sah0017"
357,"Brooklyn","2024-09-07","","","Absent",180,"Audry Mcgarr",0,0,"7318634065","Marylyn","Mar4065"
358,"Brooklyn","2024-08-04","-7","0","Present",144,"Kyla Bingaman",25,18,"4232959826","Nathalie","Nat9826"
359,"Queens","2024-07-28","","","Absent",720,"Shyla Tubman",0,0,"4001118567","Savannah","Sav8567"
360,"Brooklyn","2024-08-24","","","Absent",720,"Scottie Felton",0,0,"1240646122","Sadatu","Sad6122"
361,"Brooklyn","2024-08-25","","","Absent",300,"Terrance Joy",0,0,"7359500918","Jason","Jas0918"
362,"Brooklyn","2024-08-24","","","Absent",720,"Yee Trieu",0,0,"0388166283","Keishera","Kei6283"
363,"Brooklyn","2024-08-04","35","30","Present",300,"Houston Oller",-2,63,"8862806987","Tessa","Tes6987"
364,"Brooklyn","2024-08-25","68","39","Present",300,"Ladawn Ates",28,135,"9266300052","Eduardo","Edu0052"
365,"Brooklyn","2024-08-04","","","Absent",300,"Marylouise Dorn",0,0,"1625293913","Sahr","Sah3913"
366,"Manhattan","2024-07-14","","","Absent",720,"Rex Merriam",0,0,"0599749730","Shon","Sho9730"
367,"Manhattan","2024-09-01","11","18","Present",180,"Rosetta Heidenreich",11,40,"0554782196","Peter Michael","Pet2196"
368,"Manhattan","2024-08-04","","","Absent",300,"Billye Serafin",0,0,"3310501581","Liz And Melissa","Liz1581"
369,"Brooklyn","2024-08-24","","","Absent",720,"Brittaney Hermes",0,0,"5773632904","Wanda","Wan2904"
370,"Manhattan","2024-08-24","","","Absent",720,"Nannie Colligan",0,0,"2718635055","Giorgio","Gio5055"
371,"Queens","2024-09-01","6","10","Present",180,"Emmy Gallaway",7,23,"0673935377","The B","The5377"
372,"Brooklyn","2024-07-28","","","Absent",300,"Giselle Lou",0,0,"4199399308","Mi","Mi9308"
373,"Brooklyn","2024-07-28","160","132","Present",720,"Pam Melendez",333,625,"5436454128","Lee And Tara","Lee4128"
374,"Manhattan","2024-07-07","","","Absent",300,"Julius Blazek",0,0,"8728222741","Chas","Cha2741"
375,"Brooklyn","2024-08-18","","","Absent",180,"Krystina Lucca",0,0,"1794771095","Ade","Ade1095"
376,"Brooklyn","2024-07-28","29","42","Present",720,"Raisa Musgrove",270,341,"7165621120","The Box House Hotel","The1120"
377,"Manhattan","2024-06-16","61","21","Present",300,"Carmelo Wain",55,137,"9814209033","Jason","Jas9033"
378,"Queens","2024-06-23","","","Absent",720,"Kera Gilkison",0,0,"8580927432","Michelle","Mic7432"
379,"Brooklyn","2024-07-28","","","Absent",720,"Xavier Trotta",0,0,"9341873232","Alex","Ale3232"
380,"Manhattan","2024-06-02","27","16","Present",720,"Florance Lawhon",239,282,"7627324578","Alicia","Ali4578"
381,"Brooklyn","2024-06-16","","","Absent",75,"Albertha Digennaro",0,0,"3942874461","Olivia","Oli4461"
382,"Brooklyn","2024-06-16","","","Absent",300,"Andra Bevel",0,0,"5504633398","Maya","May3398"
383,"Manhattan","2024-06-23","59","70","Present",720,"Winford Hamlin",127,256,"0784017433","Kai","Kai7433"
384,"Manhattan","2024-06-02","","","Absent",720,"Bonny Horney",0,0,"9543977371","Driss","Dri7371"
385,"Brooklyn","2024-06-23","62","26","Present",720,"Codi Garrels",290,378,"4871763546","Marine","Mar3546"
386,"Manhattan","2024-06-02","","","Absent",720,"Kristeen Warman",0,0,"7419114138","Kelli","Kel4138"
387,"Manhattan","2024-06-09","","","Absent",75,"Trinidad Graziano",0,0,"7375598803","Olivia","Oli8803"
388,"Brooklyn","2024-06-02","","","Absent",720,"Viva Roda",0,0,"7255986883","Carol","Car6883"
389,"Brooklyn","2024-06-16","32","43","Present",300,"Manual Vales",18,93,"1028555139","Anthony","Ant5139"
390,"Manhattan","2024-05-19","","","Absent",360,"Brendon Puente",0,0,"6935737356","Natalia","Nat7356"
391,"Brooklyn","2024-05-19","9","3","Present",360,"Nathalie Devita",23,35,"9881730189","Susi","Sus0189"
392,"Manhattan","2024-06-23","44","31","Present",720,"Zelda Ogren",269,344,"2447585052","Tony","Ton5052"
393,"Manhattan","2024-06-23","37","7","Present",720,"Sadie Hazelton",184,228,"4790457331","Andrey","And7331"
394,"Manhattan","2024-06-16","","","Absent",300,"Vinnie Bains",0,0,"8007787535","Jane","Jan7535"
395,"Manhattan","2024-06-23","","","Absent",720,"Frederick Rankins",0,0,"8388995428","Will","Wil5428"
396,"Queens","2024-06-23","15","20","Present",720,"Trish Vickers",155,190,"3672890711","Lilly","Lil0711"
397,"Brooklyn","2024-06-23","1","12","Present",720,"Masako Allman",186,199,"7729885414","Marylyn","Mar5414"
398,"Brooklyn","2024-07-14","42","70","Present",720,"Ferne Villalpando",320,432,"5558578529","LuLu","LuL8529"
399,"Brooklyn","2024-06-16","","","Absent",300,"Elna Kowal",0,0,"2361974123","Roberta","Rob4123"
400,"Manhattan","2024-07-14","32","-1","Present",720,"Aaron Castello",77,108,"7006746345","Paul","Pau6345"
401,"Manhattan","2024-06-02","82","77","Present",720,"Gerard Barrientos",305,464,"6658759953","Bobby","Bob9953"
402,"Brooklyn","2024-06-23","52","38","Present",720,"Wes Imel",238,328,"9656711744","Itamar","Ita1744"
403,"Brooklyn","2024-06-02","50","49","Present",720,"Stella Sears",231,330,"9374280911","Vikram","Vik0911"
404,"Brooklyn","2024-06-23","80","50","Present",720,"Josette Vavra",263,393,"3020525498","Elizabeth","Eli5498"
405,"Manhattan","2024-06-02","75","70","Present",720,"Guadalupe Linen",310,455,"0169870395","Christopher","Chr0395"
406,"Manhattan","2024-06-02","60","15","Present",720,"Jeremiah Damiani",189,264,"3140290264","Justin","Jus0264"
407,"Brooklyn","2024-06-23","2","23","Present",720,"Roxy Lauber",136,161,"8646449385","Rodney","Rod9385"
408,"Brooklyn","2024-06-30","","","Absent",300,"Federico Biros",0,0,"7597945743","AntonÃ­n","Ant5743"
409,"Manhattan","2024-06-02","","","Absent",720,"Sol Dantonio",0,0,"5043338008","Seith","Sei8008"
410,"Manhattan","2024-06-02","14","45","Present",720,"Lucas Anchondo",312,371,"5454367823","Eric","Eri7823"
411,"Brooklyn","2024-06-09","10","11","Present",75,"Ok Then",33,54,"2908432802","Katharine","Kat2802"
412,"Manhattan","2024-06-23","125","39","Present",720,"Mei Vaz",325,489,"0152126922","Wayne","Way6922"
413,"Brooklyn","2024-06-02","125","47","Present",720,"Janelle Haddox",288,460,"0704896970","Lauren","Lau6970"
414,"Queens","2024-06-23","24","9","Present",720,"Donald Trollinger",166,199,"2422836555","Jean","Jea6555"
415,"Manhattan","2024-06-23","41","36","Present",720,"Shakira Moreles",211,288,"2669466707","Catherine","Cat6707"
416,"Brooklyn","2024-06-16","0","0","Present",300,"Crista Cuccia",95,95,"5761856385","Holly","Hol6385"
417,"Manhattan","2024-06-23","","","Absent",720,"Phung Dinh",0,0,"1572935476","Tracy","Tra5476"
418,"Brooklyn","2024-06-30","","","Present",75,"Paul Lockett",29,29,"1510143059","Giovanni","Gio3059"
419,"Brooklyn","2024-06-09","6","10","Present",75,"Merlyn Hults",23,39,"4431952963","Karen","Kar2963"
420,"Brooklyn","2024-06-16","74","28","Present",720,"Kym Rotter",95,197,"3342236159","Christopher","Chr6159"
421,"Manhattan","2024-06-09","","","Absent",75,"Jocelyn Akey",0,0,"1643344841","Jeff","Jef4841"
422,"Brooklyn","2024-06-23","41","13","Present",720,"Yukiko Furtado",16,70,"8215731295","Irena","Ire1295"
423,"Brooklyn","2024-06-09","","","Absent",75,"Sonny Wilner",0,0,"8351789859","Michael","Mic9859"
424,"Brooklyn","2024-06-16","30","35","Present",300,"Verna Beller",76,141,"6661035415","Jessica","Jes5415"
425,"Brooklyn","2024-06-16","75","30","Present",720,"Hai Lippert",306,411,"4244844092","Daniel","Dan4092"
426,"Brooklyn","2024-06-23","20","5","Present",720,"Deeann Burdette",65,90,"2388853935","Ivy","Ivy3935"
427,"Manhattan","2024-06-30","","","Present",75,"Londa Gamache",44,44,"7259361036","Dave","Dav1036"
428,"Brooklyn","2024-06-23","34","15","Present",720,"Shaina Sentell",159,208,"5543048762","Mark","Mar8762"
429,"Brooklyn","2024-06-23","24","3","Present",720,"Dominick Dolson",310,337,"1547662293","Orna","Orn2293"
430,"Manhattan","2024-07-07","16","23","Present",300,"Len Bufford",16,55,"8055369147","Allison","All9147"
431,"Manhattan","2024-07-07","46","55","Present",300,"Luvenia Mattis",66,167,"3553621573","Vanessa","Van1573"
432,"Manhattan","2024-06-23","42","92","Present",720,"Alysa Harlow",201,335,"1168971164","Josh","Jos1164"
433,"Manhattan","2024-06-23","17","0","Present",720,"Eliz Jennings",55,72,"2534247482","Rinaldo","Rin7482"
434,"Manhattan","2024-06-16","68","11","Present",300,"Claris Lamons",50,129,"2964699086","Jonathan","Jon9086"
435,"Brooklyn","2024-06-23","21","26","Present",300,"Vina Uhlig",16,63,"4244437392","Oliver","Oli7392"
436,"Manhattan","2024-07-07","39","11","Present",300,"Glendora Hemminger",62,112,"1044415626","Kristin","Kri5626"
437,"Manhattan","2024-06-02","","","Absent",720,"Nelly Hardman",0,0,"5566728320","Carolyn","Car8320"
438,"Brooklyn","2024-06-30","","","Present",75,"Cinda Hargett",67,67,"9357586652","Meighan","Mei6652"
439,"Manhattan","2024-07-14","45","105","Present",720,"Clarinda Pett",159,309,"2255531845","Julie","Jul1845"
440,"Manhattan","2024-06-16","","","Absent",300,"Aisha Waller",0,0,"1730467722","John","Joh7722"
441,"Brooklyn","2024-08-04","12","16","Present",360,"Carina Maybee",29,57,"7573276720","Mihalis","Mih6720"
442,"Manhattan","2024-07-28","","","Absent",720,"Joanna Savoy",0,0,"5714808653","B.","B.8653"
443,"Manhattan","2024-08-04","61","61","Present",360,"Kayleen Watts",166,288,"3297905255","Nancy","Nan5255"
444,"Bronx","2024-07-21","37","56","Present",720,"Tobias Wronski",240,333,"0136140204","Dee, Dre & Mama Shelley","Dee0204"
445,"Manhattan","2024-08-04","112","123","Present",720,"Karrie Gust",330,565,"5660225364","Peter","Pet5364"
446,"Queens","2024-07-21","1","15","Present",300,"Migdalia Schimmel",10,26,"8604656394","Gladys & Bob","Gla6394"
447,"Brooklyn","2024-06-23","57","16","Present",720,"Markita Morphis",280,353,"4996282145","M","M2145"
448,"Brooklyn","2024-08-24","96","127","Present",720,"Sid Welk",262,485,"4123822400","Wendy","Wen2400"
449,"Manhattan","2024-07-21","11","19","Present",300,"Iliana Strauch",31,61,"1853961947","Ewelina","Ewe1947"
450,"Manhattan","2024-08-24","","","Absent",180,"Tawana Showers",0,0,"1114153002","Wayne","Way3002"
453,"Brooklyn","2024-08-25","41","32","Present",300,"Grady Kellogg",42,115,"3805615305","Pat","Pat5305"
454,"Manhattan","2024-07-14","","","Absent",180,"Ulrike Gurley",0,0,"8744651695","Donna","Don1695"
455,"Manhattan","2024-08-25","","","Absent",300,"Gracie Rawlings",0,0,"1544004798","Kimberly","Kim4798"
456,"Brooklyn","2024-05-19","","","Absent",360,"Margurite Knebel",0,0,"8070279612","Meredith","Mer9612"
457,"Brooklyn","2024-08-04","","","Absent",300,"Claud Lecompte",0,0,"6050057156","Tokunbo","Tok7156"
458,"Brooklyn","2024-07-14","","","Absent",720,"Cole Vanhouten",0,0,"4306524437","Fred","Fre4437"
459,"Brooklyn","2024-06-02","85","106","Present",720,"Frances Lloyd",215,406,"4644218118","Laura","Lau8118"
460,"Brooklyn","2024-08-25","","","Absent",300,"Lakendra Schlottmann",0,0,"5099219459","Pepe","Pep9459"
461,"Brooklyn","2024-06-09","11","14","Present",75,"Rocky Pridmore",35,60,"7422458874","Lennny & Megan","Len8874"
462,"Brooklyn","2024-08-11","","","Absent",300,"Esmeralda Platts",0,0,"1990417544","Amia","Ami7544"
463,"Brooklyn","2024-06-02","","","Absent",720,"Rod Kropf",0,0,"6400169407","JT And Tiziana","JT 9407"
464,"Brooklyn","2024-06-09","9","14","Present",75,"Marilynn Speer",30,53,"9365476658","JT And Tiziana","JT 6658"
465,"Manhattan","2024-08-11","","","Absent",300,"Ira Melendez",0,0,"1789182961","Kaye","Kay2961"
466,"Manhattan","2024-07-21","","","Present",75,"Hae Leininger",60,60,"6837104058","Ligia","Lig4058"
467,"Manhattan","2024-08-25","29","7","Present",180,"Melita Hiemstra",38,74,"8878443236","James","Jam3236"
468,"Queens","2024-06-09","","","Absent",75,"Jacquetta Baillargeon",0,0,"4190265476","Lucy","Luc5476"
469,"Brooklyn","2024-08-24","0","0","Present",720,"Lucio Shahid",0,0,"3241779340","Alain","Ala9340"
470,"Manhattan","2024-09-01","","","Absent",300,"Travis Hamlett",0,0,"2066435227","Robert ""Bob""""""","Rob5227"
471,"Brooklyn","2024-07-28","79","78","Present",300,"Mariko Lemoine",73,230,"5470700321","Andres","And0321"
472,"Brooklyn","2024-08-04","","","Present",75,"Janina Jennison",60,60,"8254029505","Placid","Pla9505"
474,"Manhattan","2024-07-28","106","152","Present",720,"Laurette Crumpler",340,598,"7539480702","Jorin","Jor0702"
475,"Manhattan","2024-09-07","","","Absent",180,"Britteny Frierson",0,0,"5233152994","Seith","Sei2994"
476,"Brooklyn","2024-08-11","1","88","Present",720,"Kerri Grizzle",222,311,"7709149655","Andrea","And9655"
479,"Manhattan","2024-08-04","8","0","Present",198,"Gerri Gargano",13,21,"3003308800","Rahul","Rah8800"
480,"Queens","2024-08-24","37","30","Present",720,"Lin Veliz",25,92,"8626418310","Lucy","Luc8310"
482,"Brooklyn","2024-08-24","62","66","Present",720,"Tatyana Reeser",262,390,"3169070192","Wanda","Wan0192"
483,"Manhattan","2024-08-24","","","Absent",720,"Felisa Campo",0,0,"2353696391","Yvette","Yve6391"
484,"Brooklyn","2024-08-04","40","15","Present",300,"Tyler Frandsen",-1,54,"1494446943","Jilly","Jil6943"
485,"Manhattan","2024-08-24","33","94","Present",720,"Mickey Warfield",230,357,"2221587278","Daniel","Dan7278"
486,"Brooklyn","2024-08-04","","","Absent",300,"Buster Defilippo",0,0,"1732543483","Adam","Ada3483"
487,"Brooklyn","2024-07-14","","","Absent",720,"Lorine Mchargue",0,0,"0064445825","Lisel","Lis5825"
488,"Manhattan","2024-08-25","","","Absent",100,"Alpha Wicker",0,0,"8092659853","Barbara","Bar9853"
489,"Manhattan","2024-08-11","5","12","Present",300,"Alesha Borey",18,35,"9989000157","Chris","Chr0157"
490,"Brooklyn","2024-06-23","96","133","Present",720,"Pattie Remo",249,478,"3899742641","Sara","Sar2641"
491,"Manhattan","2024-06-30","","","Absent",300,"Yang Granillo",0,0,"4020128285","Benton","Ben8285"
492,"Manhattan","2024-08-24","99","117","Present",720,"Lynn Sax",345,561,"3309864012","Linda & Chris","Lin4012"
494,"Brooklyn","2024-07-21","","","Absent",75,"Cherri Jasinski",0,0,"4296258851","Julia","Jul8851"
495,"Bronx","2024-08-25","1","22","Present",180,"Phoebe Plotner",10,33,"0219045290","Vanessa","Van5290"
496,"Brooklyn","2024-08-25","17.5","10","Present",100,"Silas Selvy",50,78,"7027858486","Ali & SweetPea","Ali8486"
497,"Brooklyn","2024-06-02","","","Absent",720,"Georgette Chism",0,0,"0926437868","Jeffrey","Jef7868"
498,"Manhattan","2024-06-02","36","51","Present",720,"Lakiesha Hightower",202,289,"5645205782","Lena","Len5782"
499,"Brooklyn","2024-06-02","","","Absent",720,"Tona Koss",0,0,"8930078879","Doug","Dou8879"
500,"Manhattan","2024-06-30","","","Present",80,"Lorette Rotondo",64,64,"8202627092","Benton","Ben7092"
501,"Manhattan","2024-06-02","","","Absent",720,"Lorinda Bethke",0,0,"0663945016","Cheryl","Che5016"
502,"Manhattan","2024-06-02","","","Absent",720,"Arlen Clinard",0,0,"6189570293","Jorin","Jor0293"
503,"Manhattan","2024-06-02","","","Absent",720,"Lesley Lipton",0,0,"6979045916","Lewis","Lew5916"
504,"Brooklyn","2024-06-23","17","55","Present",720,"Rosanne Mayers",120,192,"7428218622","Jane","Jan8622"
505,"Manhattan","2024-06-23","27","14","Present",720,"Selina Leffler",262,303,"5042094905","Donna","Don4905"
506,"Brooklyn","2024-06-23","","","Absent",720,"Milford Sang",0,0,"3292787628","Kris","Kri7628"
507,"Manhattan","2024-06-02","104","87","Present",720,"Geraldine Crimmins",330,521,"7087901742","Henry","Hen1742"
508,"Brooklyn","2024-06-23","42","43","Present",720,"Veta Crochet",158,243,"4453482389","Jennifer","Jen2389"
509,"Manhattan","2024-06-30","24","-3","Present",300,"Haley Warwick",26,47,"2419067321","Cj","Cj7321"
510,"Brooklyn","2024-07-07","54","38","Present",300,"Dulcie Wehmeyer",31,123,"7764250277","Dani","Dan0277"
511,"Brooklyn","2024-07-07","9","21","Present",300,"Hallie Swiger",30,60,"0967768728","Sarah","Sar8728"
512,"Manhattan","2024-06-23","101","88","Present",720,"Reyna Bourgault",306,495,"5646133729","Amit","Ami3729"
513,"Manhattan","2024-07-07","","","Absent",300,"Lynda Payan",0,0,"7139487473","Kathrine","Kat7473"
514,"Manhattan","2024-06-30","","","Present",75,"Stephaine Coulter",39,39,"7645029340","Milan","Mil9340"
515,"Manhattan","2024-06-30","","","Absent",75,"Fatima Seaton",0,0,"6682020788","Tony","Ton0788"
